Source,Target,AUC,Recall@10%LOC,Precision@10%LOC,InspectedModules@10%LOC,Recall@20%LOC,Precision@20%LOC,InspectedModules@20%LOC,Recall@30%LOC,Precision@30%LOC,InspectedModules@30%LOC
KC1,JM1,0.5821620423511299,0.03323836657169991,0.43209876543209874,162.0,0.09876543209876543,0.4046692607003891,514.0,0.18233618233618235,0.382089552238806,1005.0
KC1,PC1,0.56978631833283,0.11688311688311688,0.4090909090909091,22.0,0.15584415584415584,0.1791044776119403,67.0,0.19480519480519481,0.14150943396226415,106.0
JM1,KC1,0.7675412639481951,0.049079754601226995,0.6153846153846154,26.0,0.09202453987730061,0.47619047619047616,63.0,0.18098159509202455,0.5267857142857143,112.0
JM1,PC1,0.7375352360817478,0.07792207792207792,0.42857142857142855,14.0,0.22077922077922077,0.4473684210526316,38.0,0.2857142857142857,0.3055555555555556,72.0
PC1,KC1,0.7374616779467982,0.06748466257668712,0.5641025641025641,39.0,0.13496932515337423,0.46808510638297873,94.0,0.23006134969325154,0.45180722891566266,166.0
PC1,JM1,0.5665175150879673,0.04368471035137702,0.5,184.0,0.12773029439696107,0.443163097199341,607.0,0.2241215574548908,0.3614088820826952,1306.0
